student_id,age,gender,socioeconomic_status,attendance_rate,avg_grade,assignment_submission_rate,lms_logins_per_week,participation_score,disciplinary_incidents,financial_aid,first_generation,distance_from_school_km,previous_failures,dropout
STU-03775,22,Male,Medium,83.2,79.51,0.708,11,7.16,1,0,0,4.6,0,0
STU-03776,21,Female,Medium,73.81,70.83,0.672,9,4.91,1,0,1,2.73,0,0
STU-03777,20,Female,Medium,84.11,76.48,0.607,7,4.96,1,0,0,7.2,2,0
STU-03778,21,Male,Low,85.98,70.44,0.73,13,5.96,4,1,0,8.74,0,0
STU-03779,20,Male,Medium,82.72,64.43,0.694,5,3.3,0,0,1,4.85,2,0
STU-03780,19,Female,High,91.18,97.43,1.0,12,5.61,3,0,1,5.03,2,0
STU-03781,20,Male,Low,56.1,73.13,0.827,8,4.84,4,0,0,20.5,3,0
STU-03782,20,Female,High,76.8,89.52,1.0,11,4.34,1,1,0,5.69,1,0
STU-03783,25,Male,High,93.07,76.03,0.529,8,4.19,2,1,0,2.08,0,0
STU-03784,22,Female,Low,70.49,59.22,0.36,7,3.97,4,1,0,7.09,1,0
STU-03785,18,Male,Medium,71.0,64.94,0.609,9,4.38,2,0,0,6.8,3,0
STU-03786,25,Female,High,81.86,86.78,1.0,10,5.71,1,1,0,6.82,4,0
STU-03787,20,Male,High,83.06,76.62,1.0,7,5.83,1,0,0,7.54,0,0
STU-03788,21,Male,Low,74.12,62.34,0.54,11,3.62,3,1,1,5.28,0,0
STU-03789,22,Female,Medium,100.0,86.64,0.763,12,6.94,0,1,0,3.83,0,0
STU-03790,17,Male,Medium,85.15,68.51,0.741,10,7.93,0,0,1,1.07,0,0
STU-03791,20,Male,Low,70.07,52.28,0.511,8,4.0,1,0,1,2.62,2,0
STU-03792,19,Male,Medium,66.17,68.05,0.651,11,5.66,3,0,0,10.13,2,0
STU-03793,21,Female,Low,84.46,67.58,0.744,8,4.37,0,1,1,20.09,4,0
STU-03794,21,Male,Low,69.81,65.57,0.976,8,4.11,2,1,1,3.82,2,0
STU-03795,20,Male,Medium,100.0,56.15,0.725,12,4.52,0,1,1,5.2,2,0
STU-03796,20,Male,Medium,86.71,67.7,0.893,11,4.27,3,0,1,6.98,0,0
STU-03797,23,Female,Medium,88.16,76.87,0.527,7,4.04,1,1,1,24.65,0,0
STU-03798,21,Male,Medium,84.74,60.51,0.735,11,6.21,2,0,0,6.9,4,0
STU-03799,21,Female,Medium,94.34,65.46,0.535,10,6.16,2,1,1,26.28,1,0
STU-03800,21,Female,Low,53.65,58.34,0.788,6,3.02,2,1,1,1.06,3,0
STU-03801,24,Female,Low,66.76,71.26,0.863,10,4.11,3,1,0,1.32,1,0
STU-03802,21,Female,Low,91.38,67.14,0.736,10,5.27,0,0,0,18.39,1,0
STU-03803,19,Female,Medium,98.51,79.66,0.684,10,5.75,1,1,0,2.84,1,0
STU-03804,17,Female,Low,66.41,61.69,0.558,9,4.4,1,1,1,5.97,0,0
STU-03805,17,Male,Low,60.0,45.37,0.426,8,2.3,2,1,0,5.68,3,1
STU-03806,20,Male,Low,81.84,83.32,0.896,11,5.07,0,0,1,1.63,4,0
STU-03807,20,Female,Medium,87.34,75.09,0.781,10,7.13,1,0,0,6.13,2,0
STU-03808,19,Male,Medium,83.62,73.42,0.889,9,5.02,0,1,0,30.41,3,0
STU-03809,21,Male,High,82.59,80.12,0.97,10,4.82,1,0,0,13.74,6,0
STU-03810,19,Male,Medium,61.63,48.98,0.404,9,2.75,0,0,1,1.95,3,0
STU-03811,19,Male,Medium,77.87,81.58,0.846,10,5.12,1,0,0,1.48,0,0
STU-03812,22,Non-binary,Low,77.52,79.91,0.83,9,2.79,2,1,1,10.57,1,0
STU-03813,23,Male,Medium,75.97,72.87,0.702,9,3.84,1,0,0,20.95,3,0
STU-03814,18,Non-binary,Low,58.89,65.09,0.759,11,4.47,3,0,1,25.76,2,0
STU-03815,21,Male,Medium,88.43,74.19,0.784,11,8.09,0,1,0,9.74,2,0
STU-03816,17,Female,Medium,91.52,87.56,0.772,10,4.65,0,0,0,1.93,1,0
STU-03817,17,Male,Medium,73.26,61.93,0.602,10,5.09,1,0,0,9.69,2,0
STU-03818,19,Male,Low,77.95,69.29,0.641,8,4.61,3,0,0,2.84,1,0
STU-03819,23,Male,Medium,76.53,72.01,0.619,9,5.85,1,1,0,8.75,1,0
STU-03820,19,Male,High,77.89,73.75,0.711,12,3.71,1,0,0,12.08,1,0
STU-03821,19,Female,Medium,87.42,87.66,0.687,11,6.48,0,1,0,3.95,2,0
STU-03822,21,Female,Medium,87.69,98.97,0.998,13,7.9,2,0,1,17.24,0,0
STU-03823,21,Male,Medium,93.82,78.94,0.935,10,8.04,0,1,0,6.27,0,0
STU-03824,19,Male,Low,91.59,80.87,0.789,9,7.45,2,0,1,5.85,0,0
STU-03825,25,Male,Medium,80.11,65.43,0.763,11,5.11,2,0,0,3.82,0,0
STU-03826,20,Male,Medium,100.0,93.32,0.91,7,7.03,3,0,0,10.29,1,0
STU-03827,21,Male,Low,97.05,73.61,0.597,10,4.49,0,1,0,11.53,0,0
STU-03828,20,Male,Medium,74.76,100.0,1.0,12,2.25,2,0,0,18.01,1,0
STU-03829,21,Female,High,84.64,60.67,0.317,9,3.98,1,0,0,5.56,2,0
STU-03830,23,Male,Medium,60.16,85.35,0.823,5,3.92,5,0,0,8.46,0,0
STU-03831,24,Female,Medium,82.3,84.42,0.722,7,6.16,1,1,0,5.9,0,0
STU-03832,19,Male,Medium,100.0,71.78,0.894,11,7.37,0,0,1,9.36,3,0
STU-03833,23,Female,Medium,100.0,100.0,0.975,12,4.93,0,0,0,12.52,3,0
STU-03834,22,Male,Medium,80.67,64.44,0.947,11,8.74,0,1,0,7.09,2,0
STU-03835,23,Female,Low,83.68,69.22,0.686,9,5.31,4,0,1,5.67,2,0
STU-03836,20,Female,Medium,88.66,64.59,0.55,10,2.75,0,0,0,6.77,3,0
STU-03837,20,Male,Medium,100.0,81.54,0.584,11,3.57,0,0,0,9.5,2,0
STU-03838,22,Male,Low,69.19,64.88,0.777,8,1.35,1,1,1,7.18,2,0
STU-03839,23,Female,Medium,100.0,91.3,0.774,11,6.85,0,0,1,9.29,2,0
STU-03840,24,Male,Low,76.51,93.31,0.841,8,4.2,0,1,1,8.24,2,0
STU-03841,21,Female,Medium,69.13,63.05,0.776,10,3.22,2,0,0,7.09,1,0
STU-03842,20,Female,Medium,78.53,45.17,0.599,7,3.35,0,0,0,6.78,4,0
STU-03843,17,Female,Medium,73.09,76.57,0.673,9,3.82,1,0,1,6.83,0,0
STU-03844,17,Male,Medium,86.61,71.07,0.644,10,5.56,1,0,0,5.61,2,0
STU-03845,20,Male,High,65.07,86.17,0.619,7,1.41,0,0,1,4.14,1,0
STU-03846,18,Male,Medium,83.56,74.76,0.483,10,2.61,1,1,0,5.9,0,0
STU-03847,22,Male,Medium,89.3,70.27,0.783,13,5.97,3,0,0,7.02,0,0
STU-03848,18,Male,Medium,98.31,72.06,0.811,9,4.99,2,1,1,11.39,0,0
STU-03849,19,Male,Low,87.49,80.42,0.822,12,6.18,0,1,1,11.97,1,0
STU-03850,20,Non-binary,Low,95.63,75.35,0.758,12,4.83,3,1,0,19.29,2,0
STU-03851,23,Female,Medium,75.34,85.84,0.742,9,6.77,1,0,0,9.04,2,0
STU-03852,19,Female,Low,84.34,70.58,0.87,11,5.67,1,1,0,0.83,1,0
STU-03853,21,Female,Medium,57.48,76.74,0.533,7,4.81,2,1,1,6.4,1,0
STU-03854,21,Male,Medium,80.75,59.96,0.545,11,4.9,0,0,0,6.67,2,1
STU-03855,22,Male,Medium,86.25,59.02,0.612,4,5.45,1,0,1,5.4,6,1
STU-03856,22,Female,Low,85.25,81.41,0.788,12,4.1,0,1,1,0.87,5,0
STU-03857,20,Male,High,65.94,63.75,0.634,6,5.43,2,0,0,11.54,0,0
STU-03858,17,Male,Medium,77.71,69.66,0.623,9,4.59,1,0,0,8.25,2,0
STU-03859,20,Female,Medium,79.24,62.91,0.692,8,3.24,1,0,0,5.14,1,0
STU-03860,20,Female,Low,75.28,57.48,0.434,11,0.62,0,1,0,2.79,1,0
STU-03861,21,Female,Medium,89.98,84.54,0.798,9,5.6,0,0,1,6.92,3,0
STU-03862,19,Female,Low,77.61,69.27,0.734,8,6.75,1,0,1,28.97,1,0
STU-03863,23,Male,Medium,83.09,64.28,0.599,11,3.19,3,0,1,8.24,2,0
STU-03864,21,Male,Medium,76.61,79.68,0.773,10,3.41,0,1,0,7.37,1,0
STU-03865,19,Female,High,94.96,94.08,0.924,10,5.59,0,0,0,2.89,2,0
STU-03866,20,Female,Medium,94.53,79.29,0.558,8,6.38,1,0,1,9.95,1,0
STU-03867,25,Female,Medium,78.61,82.76,0.6,7,1.68,2,0,0,4.68,4,0
STU-03868,22,Female,Low,100.0,70.18,0.706,12,4.65,0,1,1,10.24,1,0
STU-03869,23,Female,Medium,73.57,76.09,0.669,9,2.84,3,0,1,1.27,1,0
STU-03870,18,Male,Medium,93.08,81.3,0.721,10,6.08,0,1,0,3.26,1,0
STU-03871,19,Male,Medium,71.54,61.42,0.682,9,4.0,1,1,0,4.56,2,0
STU-03872,19,Male,Low,88.5,95.21,0.789,6,4.82,2,1,1,5.77,2,0
STU-03873,21,Female,Low,87.65,76.6,0.456,8,3.95,1,1,1,18.5,2,0
STU-03874,20,Male,Low,68.87,59.35,0.795,8,5.54,1,0,1,15.28,0,0
STU-03875,19,Female,High,81.81,76.22,0.888,11,6.89,1,1,0,9.11,1,0
STU-03876,20,Female,Medium,100.0,74.3,0.87,8,7.52,3,0,1,2.89,2,0
STU-03877,19,Male,Low,71.04,54.73,0.421,10,4.15,2,1,1,3.0,0,0
STU-03878,20,Male,High,87.67,74.34,0.717,13,6.98,0,1,1,14.23,3,0
STU-03879,23,Female,Low,83.69,68.55,0.524,6,2.94,2,1,0,5.48,0,0
STU-03880,17,Male,Medium,81.53,66.1,0.648,9,5.08,1,1,0,4.03,2,0
STU-03881,21,Male,Medium,62.96,77.73,0.714,9,7.21,1,0,1,4.99,1,0
STU-03882,23,Male,High,92.36,73.43,0.589,11,2.27,2,0,0,6.41,2,0
STU-03883,20,Male,Medium,82.13,65.1,0.706,5,4.01,1,0,0,8.59,1,0
STU-03884,19,Female,Medium,94.14,68.33,0.643,10,3.64,2,0,1,6.18,2,0
STU-03885,22,Male,High,85.8,65.11,0.853,9,5.79,2,0,1,0.93,5,0
STU-03886,18,Female,Low,80.71,81.21,0.797,9,6.99,3,1,1,7.59,0,0
STU-03887,20,Female,High,87.35,81.26,0.481,13,5.02,1,0,0,8.96,1,0
STU-03888,18,Male,High,72.39,78.4,0.544,8,3.49,0,0,0,8.76,1,0
STU-03889,17,Male,High,100.0,94.93,1.0,12,7.26,1,1,1,6.23,2,0
STU-03890,20,Female,Low,75.87,65.28,0.605,8,3.74,0,1,1,2.71,3,0
STU-03891,18,Male,Low,76.01,83.41,0.834,10,5.16,1,1,1,1.9,0,0
STU-03892,20,Male,Medium,96.22,74.91,0.733,11,6.34,2,0,0,4.99,2,0
STU-03893,23,Male,Medium,84.72,64.71,0.813,11,7.67,2,1,0,11.6,3,0
STU-03894,24,Female,Medium,79.4,76.85,0.519,7,4.66,0,0,0,4.1,3,0
STU-03895,21,Female,High,87.8,80.34,0.938,10,6.06,2,0,0,35.0,2,0
STU-03896,23,Female,Medium,88.89,79.09,0.919,11,8.59,0,0,0,13.12,3,0
STU-03897,21,Female,Medium,80.7,83.89,0.81,6,2.29,3,0,0,5.27,1,0
STU-03898,20,Female,Medium,92.15,80.29,0.828,8,5.47,0,1,0,4.87,3,0
STU-03899,17,Female,Low,66.02,67.02,0.618,10,2.71,2,1,1,5.75,0,0
STU-03900,24,Female,Low,82.88,85.58,0.622,8,4.19,1,0,1,7.0,1,0
STU-03901,18,Female,Low,88.8,77.49,0.823,15,6.28,1,1,0,2.39,1,0
STU-03902,23,Male,High,90.09,84.94,0.848,12,6.94,0,1,0,4.42,2,0
STU-03903,22,Male,Medium,57.35,48.35,0.533,8,2.36,0,1,0,18.39,0,0
STU-03904,18,Female,Medium,80.61,100.0,1.0,13,6.56,0,0,0,9.86,0,0
STU-03905,21,Male,Medium,68.65,52.04,0.46,9,2.1,2,0,0,5.65,2,1
STU-03906,25,Female,Medium,96.14,75.76,0.918,11,4.27,1,0,1,8.92,2,0
STU-03907,24,Female,High,78.95,68.95,0.681,6,4.63,0,0,1,5.91,1,0
STU-03908,19,Male,High,96.17,100.0,1.0,12,6.02,2,1,0,12.37,2,0
STU-03909,19,Female,Medium,68.61,61.93,0.586,11,5.85,4,0,0,22.66,2,0
STU-03910,21,Female,High,87.55,83.19,0.929,9,8.69,0,0,0,6.93,1,0
STU-03911,20,Female,Medium,82.09,68.77,0.691,6,3.85,0,1,0,2.49,2,0
STU-03912,23,Male,Medium,100.0,72.6,0.701,8,3.01,2,0,0,2.9,2,0
STU-03913,22,Male,High,96.21,88.63,0.996,14,4.4,0,0,1,14.14,2,0
STU-03914,17,Female,Medium,94.25,73.05,0.508,9,3.5,0,1,0,22.1,0,0
STU-03915,21,Female,Medium,100.0,85.08,0.786,13,6.11,1,0,1,4.17,1,0
STU-03916,20,Female,Medium,85.12,82.13,0.721,9,4.57,1,0,0,4.03,2,0
STU-03917,21,Male,Medium,80.91,92.9,0.933,9,3.66,1,0,0,10.02,1,0
STU-03918,21,Female,Medium,79.65,60.61,0.645,13,6.95,3,0,0,2.32,0,0
STU-03919,23,Male,Medium,85.61,74.56,0.727,9,5.91,4,0,0,10.02,2,0
STU-03920,23,Male,Medium,51.53,58.62,0.504,6,5.19,5,0,1,10.97,2,0
STU-03921,19,Female,Low,80.03,70.62,0.691,10,2.09,2,1,1,3.78,2,0
STU-03922,20,Male,High,85.74,100.0,0.988,10,7.6,0,1,0,1.35,0,0
STU-03923,20,Female,Medium,80.29,71.8,0.683,10,4.39,0,0,1,3.7,3,0
STU-03924,17,Female,High,66.41,43.42,0.59,9,3.13,0,0,0,11.73,1,1
STU-03925,20,Female,Low,78.35,67.82,0.743,10,4.74,2,1,1,9.36,0,0
STU-03926,24,Female,Medium,65.13,65.08,0.648,7,2.83,1,0,0,6.31,2,1
STU-03927,17,Male,Medium,100.0,80.59,0.499,7,4.7,0,0,0,14.68,0,0
STU-03928,20,Non-binary,High,80.42,68.16,0.647,7,5.81,0,0,1,8.83,2,0
STU-03929,20,Female,Low,57.31,46.5,0.56,6,0.42,2,1,1,8.13,2,1
STU-03930,21,Female,High,80.98,97.21,0.892,10,7.39,1,1,0,1.92,1,0
STU-03931,18,Male,Medium,91.85,82.27,0.832,9,6.14,1,0,0,9.22,3,0
STU-03932,18,Female,Medium,83.94,73.37,0.691,7,4.63,1,1,0,11.64,3,0
STU-03933,18,Female,Medium,71.95,90.81,0.898,7,6.22,1,0,0,21.62,3,0
STU-03934,23,Non-binary,Low,72.54,58.33,0.755,9,4.99,1,1,0,4.33,3,1
STU-03935,18,Male,Medium,78.84,78.87,0.86,11,4.43,2,0,0,6.33,1,0
STU-03936,19,Male,Low,75.16,55.79,0.41,7,2.41,0,0,1,16.45,1,0
STU-03937,25,Female,Medium,68.14,75.22,0.535,7,5.68,2,1,0,10.84,1,0
STU-03938,19,Female,Medium,81.26,62.66,0.678,10,2.56,1,0,0,10.26,0,0
STU-03939,21,Female,Medium,67.33,72.02,0.846,9,4.26,0,0,0,3.09,4,0
STU-03940,23,Male,Low,90.44,95.14,0.708,12,3.16,0,0,1,6.37,1,0
STU-03941,23,Female,Low,91.78,77.19,0.726,9,5.94,1,0,1,11.33,4,0
STU-03942,18,Female,Low,68.96,43.38,0.742,7,4.14,2,0,0,3.69,4,1
STU-03943,19,Female,Low,72.12,67.17,0.632,10,2.32,0,1,1,7.59,2,0
STU-03944,21,Male,Medium,77.35,76.93,1.0,9,4.26,1,0,0,6.08,4,0
STU-03945,25,Male,Low,79.65,79.44,0.672,8,4.6,2,1,0,10.62,1,0
STU-03946,19,Male,High,86.08,92.8,0.809,11,5.66,0,1,0,8.85,1,0
STU-03947,19,Female,Low,85.09,88.29,0.763,12,2.36,2,1,1,0.99,2,0
STU-03948,21,Male,Low,84.84,71.61,0.549,9,3.39,0,1,1,6.18,1,0
STU-03949,22,Female,High,100.0,78.16,0.557,8,5.31,1,0,0,19.88,2,0
STU-03950,22,Female,Low,80.66,59.73,0.573,11,5.96,1,1,0,13.45,0,0
STU-03951,19,Female,Medium,67.67,62.08,0.637,9,5.06,1,1,0,5.95,2,0
STU-03952,19,Male,High,65.55,72.98,0.629,8,3.12,1,0,0,12.22,1,0
STU-03953,21,Female,High,100.0,71.26,0.643,9,6.75,1,1,0,5.18,4,0
STU-03954,23,Non-binary,Medium,87.61,67.78,0.843,12,5.0,1,0,0,10.57,1,0
STU-03955,20,Female,Low,82.27,77.31,0.869,8,0.91,1,1,1,4.17,1,0
STU-03956,20,Female,Medium,86.94,70.27,0.66,7,6.84,2,0,1,23.43,1,0
STU-03957,18,Male,High,85.01,81.26,0.838,13,5.95,0,0,0,6.14,0,0
STU-03958,24,Male,High,88.02,70.85,0.5,7,4.62,2,0,0,7.45,4,1
STU-03959,21,Female,Low,75.9,71.51,0.734,11,4.58,3,0,1,14.67,2,0
STU-03960,23,Male,Medium,93.61,72.21,0.7,12,5.68,2,0,1,7.31,1,1
STU-03961,21,Female,Medium,76.23,52.57,0.492,9,3.82,1,0,0,8.24,2,0
STU-03962,21,Female,Low,70.06,75.39,0.74,7,3.91,1,1,1,8.16,3,0
STU-03963,17,Male,Medium,63.4,58.47,0.573,9,2.57,0,0,0,9.25,1,0
STU-03964,17,Male,Low,77.39,66.86,0.504,11,4.0,1,1,0,3.0,1,0
STU-03965,23,Female,Medium,95.94,74.14,0.926,11,4.85,0,0,1,9.84,4,0
STU-03966,21,Female,Low,74.97,73.63,0.834,8,3.24,2,1,1,4.93,1,0
STU-03967,21,Male,Medium,66.84,70.41,0.646,9,4.25,1,0,0,4.44,0,0
STU-03968,18,Female,Low,83.13,77.52,0.543,6,5.65,3,1,0,5.8,2,0
STU-03969,19,Male,Medium,74.84,65.43,0.354,6,2.19,1,0,0,2.33,2,0
STU-03970,23,Male,Low,97.03,78.28,1.0,10,5.5,2,1,1,5.75,4,0
STU-03971,24,Male,High,95.07,86.55,0.812,10,3.3,2,0,0,2.81,0,0
STU-03972,19,Female,Low,66.02,79.34,0.861,7,2.69,0,1,1,0.9,3,0
STU-03973,22,Male,Medium,80.09,76.51,0.631,9,2.63,0,0,1,12.11,0,0
STU-03974,21,Female,Low,71.69,56.58,0.535,9,5.1,3,1,1,5.73,1,0
STU-03975,20,Female,Low,67.23,67.15,0.633,8,1.42,3,1,1,8.54,1,0
STU-03976,24,Female,Low,79.38,68.65,0.706,5,5.27,2,1,1,10.77,0,0
STU-03977,20,Female,Low,89.0,54.93,0.568,9,4.25,3,0,0,16.77,3,1
STU-03978,23,Male,Low,79.1,51.72,0.419,11,4.55,0,1,1,5.85,2,0
STU-03979,21,Male,Medium,76.32,70.97,0.585,9,5.74,0,0,0,7.18,0,0
STU-03980,20,Male,Medium,57.73,62.89,0.617,8,3.33,1,0,0,10.24,4,0
STU-03981,23,Male,Low,72.68,64.14,0.427,7,5.02,1,1,0,1.73,1,0
STU-03982,21,Male,Medium,88.07,86.12,0.73,11,7.27,1,0,0,5.25,2,0
STU-03983,20,Male,Medium,67.24,57.92,0.565,8,5.52,2,0,0,6.97,1,0
STU-03984,23,Male,Low,94.11,63.51,0.68,11,4.27,1,1,0,4.52,1,0
STU-03985,23,Male,Medium,75.58,63.02,0.808,7,2.03,1,1,0,4.54,1,0
STU-03986,23,Male,Low,82.13,65.53,0.593,9,4.22,0,1,0,3.77,1,0
STU-03987,17,Female,Low,75.61,67.91,0.675,8,4.61,1,1,1,35.0,1,0
STU-03988,21,Non-binary,Medium,69.06,60.17,0.379,8,0.39,0,0,1,6.95,5,0
STU-03989,21,Female,High,88.09,57.62,0.621,6,4.84,0,0,0,3.57,0,0
STU-03990,20,Female,High,76.67,47.86,0.387,7,0.0,2,0,0,5.93,4,1
STU-03991,22,Male,High,74.09,73.54,0.683,10,6.48,3,1,0,3.35,1,0
STU-03992,21,Female,Medium,55.86,50.52,0.576,9,3.83,0,0,1,7.42,1,0
STU-03993,22,Female,Low,94.33,57.42,0.641,10,3.95,1,1,0,8.58,5,0
STU-03994,20,Female,Medium,82.07,80.64,0.607,5,4.61,3,1,0,16.98,3,0
STU-03995,24,Female,Low,92.17,91.89,0.975,12,6.42,2,1,1,2.06,0,0
STU-03996,22,Male,Low,86.82,72.93,0.71,12,5.65,1,1,1,13.4,0,0
STU-03997,22,Male,Low,92.17,79.13,0.92,9,5.99,4,1,1,7.26,1,0
STU-03998,22,Female,Medium,75.79,74.15,0.9,9,6.41,0,1,0,11.73,1,0
STU-03999,23,Non-binary,Medium,66.9,43.98,0.655,10,2.13,1,0,1,13.82,1,1
STU-04000,23,Male,Low,88.39,83.51,0.635,11,4.63,1,0,1,15.7,1,0
STU-04001,20,Male,Medium,83.43,87.45,0.889,12,7.9,1,1,1,2.72,1,0
STU-04002,23,Female,Medium,76.87,90.27,0.676,11,3.93,1,0,0,10.66,1,0
STU-04003,21,Male,High,91.42,76.26,0.899,8,6.13,2,0,1,3.64,2,0
STU-04004,25,Female,Low,83.39,60.88,0.783,9,3.66,0,0,1,3.55,2,0
STU-04005,23,Female,Medium,89.03,91.32,0.991,12,9.0,0,1,0,9.45,4,0
STU-04006,19,Male,Low,68.75,70.19,0.639,8,4.34,2,0,0,9.78,3,0
STU-04007,25,Female,Medium,92.75,88.27,0.913,11,4.13,0,0,0,11.26,1,0
STU-04008,17,Male,Low,79.95,64.1,0.571,8,5.75,1,1,0,4.91,6,0
STU-04009,22,Male,Low,91.93,79.04,0.769,9,3.9,4,1,0,8.69,0,0
STU-04010,19,Female,Medium,92.65,68.94,0.668,9,6.07,1,1,1,9.21,2,0
STU-04011,24,Female,Low,87.55,74.17,0.485,7,5.73,1,1,0,6.07,1,0
STU-04012,21,Male,Low,78.78,66.53,0.561,7,6.98,3,0,1,14.72,0,0
STU-04013,19,Male,High,91.06,100.0,1.0,10,6.41,2,1,0,1.38,1,0
STU-04014,20,Female,Low,92.22,81.95,0.782,10,5.52,2,0,0,3.38,3,0
STU-04015,19,Non-binary,Medium,88.67,56.04,0.587,10,1.83,2,1,0,14.63,1,0
STU-04016,20,Male,Medium,84.23,75.41,0.735,9,4.3,1,1,0,9.43,1,0
STU-04017,20,Male,Low,87.83,78.04,0.709,13,4.02,2,1,1,26.96,1,0
STU-04018,19,Female,Medium,76.22,66.84,0.666,11,4.11,0,0,0,11.0,1,0
STU-04019,21,Male,Low,96.65,67.57,0.619,9,4.4,1,1,1,4.27,0,0
STU-04020,21,Male,Medium,63.5,72.09,0.433,8,4.14,0,1,0,13.8,1,0
STU-04021,18,Female,Low,80.38,61.17,0.706,11,3.89,2,1,0,15.55,2,0
STU-04022,17,Non-binary,Low,75.53,74.21,0.919,8,5.81,2,1,0,8.95,3,0
STU-04023,21,Male,Medium,74.95,60.52,0.467,7,3.5,0,1,0,3.08,3,0
STU-04024,22,Male,High,86.61,72.98,0.665,12,3.95,1,1,0,8.78,2,0
STU-04025,22,Male,Medium,69.62,77.98,0.938,10,3.94,0,1,0,5.31,0,0
STU-04026,22,Male,High,100.0,89.64,0.767,12,6.08,0,1,0,4.5,3,0
STU-04027,24,Male,Medium,67.13,67.54,0.714,9,6.02,1,0,0,8.09,1,0
STU-04028,23,Male,Medium,71.54,69.04,1.0,9,4.2,2,0,1,1.48,2,0
STU-04029,26,Female,Medium,70.5,69.74,0.762,6,4.48,4,0,0,6.55,0,0
STU-04030,27,Female,High,85.43,69.84,0.696,10,5.55,0,1,0,4.32,3,0
STU-04031,17,Female,Medium,93.16,64.55,0.747,12,5.36,1,0,0,3.13,2,0
STU-04032,17,Male,Medium,87.79,82.83,0.893,12,3.15,2,0,0,5.62,2,0
STU-04033,20,Female,Medium,98.2,97.43,0.848,12,6.6,0,1,0,5.05,1,0
STU-04034,22,Male,Medium,72.9,76.03,0.533,10,1.68,1,0,0,13.75,2,0
STU-04035,20,Female,Low,87.25,76.62,0.818,14,3.25,1,0,0,6.9,2,0
STU-04036,22,Female,Medium,78.66,60.67,0.697,6,2.74,1,0,0,9.52,4,1
STU-04037,20,Male,Medium,84.51,84.34,0.778,10,4.86,0,1,0,16.56,0,0
STU-04038,19,Male,High,95.45,87.38,1.0,9,4.95,1,0,0,4.36,0,0
STU-04039,19,Female,Medium,63.39,73.03,0.888,11,2.49,4,1,0,7.16,1,0
STU-04040,20,Female,High,100.0,95.09,1.0,10,7.03,1,1,0,10.37,0,0
STU-04041,22,Female,Medium,80.4,89.45,0.824,11,5.02,3,0,0,7.81,2,0
STU-04042,19,Female,Medium,64.33,54.73,0.305,6,3.73,3,0,0,6.4,0,0
STU-04043,20,Female,Low,72.38,54.05,0.529,9,2.73,3,0,1,5.92,1,0
STU-04044,22,Male,High,84.38,78.73,0.544,9,4.25,1,0,0,9.1,0,0
STU-04045,20,Female,Medium,74.38,61.48,0.332,8,4.33,0,1,0,3.72,3,0
STU-04046,23,Female,Low,57.47,48.83,0.582,8,1.41,2,1,0,3.57,2,0
STU-04047,19,Female,Low,81.06,83.31,0.945,11,4.55,2,0,0,18.6,3,0
STU-04048,18,Female,Low,72.06,56.7,0.339,7,4.52,2,1,0,1.34,3,0
STU-04049,21,Non-binary,Medium,89.16,77.69,0.725,11,5.16,1,0,1,3.92,2,0
STU-04050,21,Female,Medium,70.25,52.4,0.534,10,3.46,4,0,0,11.11,2,0
STU-04051,19,Female,High,100.0,85.38,0.787,10,5.77,0,0,0,13.87,1,0
STU-04052,23,Male,Medium,87.65,88.9,0.688,13,6.66,0,0,1,2.39,1,0
STU-04053,25,Male,Medium,84.16,87.53,1.0,12,5.75,2,1,0,14.84,0,0
STU-04054,19,Male,Medium,88.85,88.1,0.684,9,5.05,2,1,0,35.0,0,0
STU-04055,24,Male,High,63.21,66.31,0.423,8,2.97,0,1,1,17.15,1,0
STU-04056,17,Male,High,77.78,85.2,0.656,11,2.14,1,1,0,6.63,1,0
STU-04057,23,Male,Low,99.61,84.32,0.871,12,6.77,1,1,0,6.63,2,0
STU-04058,19,Non-binary,High,79.73,70.63,0.662,9,3.36,0,0,0,8.44,3,0
STU-04059,23,Female,Medium,81.31,77.85,0.664,3,2.82,0,1,1,3.33,1,0
STU-04060,18,Male,High,78.12,83.1,0.866,8,2.64,1,0,0,5.08,2,0
STU-04061,20,Male,High,99.36,71.17,0.739,11,3.48,1,0,0,6.41,1,0
STU-04062,19,Male,Medium,79.31,62.46,0.346,6,0.3,0,1,1,11.94,1,1
STU-04063,20,Female,Low,66.23,62.55,0.686,9,2.54,3,0,1,11.36,0,0
STU-04064,24,Male,Medium,100.0,70.78,0.837,12,5.37,3,0,0,3.08,0,0
STU-04065,20,Female,Low,64.87,50.98,0.509,7,4.83,0,1,0,6.08,1,0
STU-04066,25,Male,Medium,80.93,69.64,0.657,6,4.63,1,0,1,2.54,1,0
STU-04067,20,Female,Low,70.74,76.08,0.969,8,5.44,2,0,1,15.49,2,0
STU-04068,24,Male,Medium,74.28,80.39,0.694,10,6.15,3,0,0,5.82,2,0
STU-04069,17,Male,High,71.59,74.32,0.706,11,0.29,2,1,1,8.88,1,0
STU-04070,20,Female,Low,74.06,69.55,0.725,5,5.0,2,1,1,7.0,1,0
STU-04071,19,Female,Medium,92.82,100.0,0.955,11,6.48,2,0,0,11.1,1,0
STU-04072,24,Female,Medium,61.08,58.92,0.56,5,4.49,1,0,0,3.01,4,0
STU-04073,21,Male,Medium,95.87,83.43,0.816,10,3.21,2,0,0,1.79,1,0
